"month","Merval","IBOVESPA","AXJO","DJI","GSPTSE","RUT","SPX","IXIC","MXX","SPCLXIGPA","WIG20","GDAXI","IRTS","FCHI","AEX","SSMI","XU100","IBEX","FTSE","STOXX50E","KS11","N225","TA35","SSEC","SZI","TWII","HK50","STI","NSEI","VNI30"
2010-05-01,4.27820323939181,12.9448171576195,11.1126965915239,5.68129864996187,7.20913959064291,11.9979976025222,11.0785991683331,8.26399338710459,5.73610963057356,3.0218780501981,3.76574380997945,10.7881289308601,15.4327457005638,26.373093731149,9.80289202676197,1.71075469110359,4.70311559384423,20.1136799669321,7.66330548811254,23.2121346967464,0.976217443551819,18.5733857571052,5.83980139844099,11.9716093618,5.30350326704453,7.13019970655875,9.27578228877406,0.903586838253837,6.10987000615855,3.34659955917657
2010-06-01,1.9697958753432,9.07806162893361,11.7036641164653,4.76828551714539,6.375356814791,10.8415847950434,11.287303774401,8.94613890583501,2.00536206635349,5.6717028598183,1.0788089125092,7.79293559028023,4.10795821232006,18.5351537801334,10.6776774832118,0.690173674279439,2.62527389907268,12.2598209433566,8.45719039720779,15.8799860477315,0.93258467803224,13.4634190370206,1.94890969554645,13.0932399649583,7.65090051092668,10.6226882166495,3.57341225250743,1.88709225302355,2.44280246120973,4.1089034529793
2010-07-01,3.3112975374875,10.4949065307079,14.1594824745705,4.80184077184844,5.91303818578068,10.3015701890925,10.3548656497342,8.53890126103059,3.04095772937164,10.2476559721026,1.58101731264115,7.51690826385649,3.09804778739887,19.5330816181261,10.2891082240714,3.87506091207766,2.67052467797326,9.99874348573358,8.65540712977721,16.2489073077487,2.10617005423022,15.5988916539946,1.20251831651852,10.3661850533162,5.54237877146775,10.1347892521588,4.79932291442459,1.28580782971613,1.72702756270168,5.06205888791217
2010-08-01,7.33566684854626,11.2613545166567,17.6542215812843,5.65841035730272,6.40059666566659,10.5328168890463,12.30216463481,12.3725071641039,5.47461933415416,16.8445966640031,1.15799159119254,10.2622943316843,5.01786337377159,24.6748337079608,13.8535107540845,5.52801916673716,1.38573145040565,12.4671435020912,11.6926755668819,21.2257540987621,5.34200348481686,16.4362724800738,2.07322904784822,10.6562943459238,5.46511112024561,14.256993284633,6.68337009467372,1.16051384299648,3.75199311359084,8.95123363360508
2010-09-01,6.99416273820321,11.781994682674,13.4815989011129,5.32996425517891,3.47988777811659,6.52428474488703,9.67516589581691,9.82116849366696,5.61755348874781,15.0463372854279,0.715026329621342,7.27079793085149,7.18752558179791,18.1994160462239,11.137335630507,5.62516383300303,1.43682517873603,10.9857680964307,9.31060427608479,16.3257787015983,2.86943393698875,15.3142889800558,1.36565363037142,8.84563396842625,4.0871826118586,13.3468432451812,7.94785689607582,0.547794631645301,2.47505994563865,8.1410077673583
2010-10-01,4.71766561545945,16.0699670666405,14.7671335487753,9.01241756674675,3.74933134080649,6.68768523680516,11.9228771480072,11.8537141191326,5.80489794808761,19.9530388007762,0.352966861890981,8.96286398635693,10.4862798490676,22.2907718134122,15.2565849978517,8.32921032645615,7.13352766514431,17.8975154318253,11.8654387173077,20.7871331199171,3.48976449662359,19.9513633603986,2.35266584961356,12.6547983246788,4.71166785304731,20.1124023332073,9.00463905523234,3.00769386720491,2.68032192749613,10.2069938288909
2010-11-01,1.55195109445833,13.3002960578745,13.4430863280499,7.64241730120112,2.71535837399665,6.21846522283131,9.87012798186332,9.75865795988154,4.61905051791549,14.3495229065184,1.32044301222022,5.16055963936049,7.52138316375981,17.4947175946498,13.3633546340751,7.0566414087593,3.61944562724632,15.8840091500792,8.60075282427966,17.1816250871169,4.64073647934546,13.6564010740859,3.25258093365949,11.4780524400256,3.8136188683754,14.9931794668642,6.94416340709151,4.10409136234162,5.89388526809526,9.08767023838863
2010-12-01,1.51053214917226,13.3371816569435,15.185661045373,6.69695387538888,1.67405459465987,5.70760868774029,8.86268631547141,9.76618012499028,1.5099519714447,11.3224877420761,1.5141024606894,3.4044587276877,7.24518223238378,16.6549357900811,13.1898192561521,8.94479378420928,0.995412382601662,13.1426522353712,8.64051671393536,15.4032941866571,2.34382608045343,15.3658172106467,1.87576734215555,13.9498547941621,3.30618558418064,12.4313260264957,5.22496165799052,6.19879959420621,5.46630827001961,6.84200234963622
2011-01-01,3.09891378202777,18.0571061815367,19.4252905218958,8.28023938428811,3.02115976857351,11.4774787194789,10.9722571644228,12.3558104760972,4.63451667903942,10.9901443029684,0.957480161311871,1.2606274982412,8.83143914342695,18.3118395864217,15.3098532143292,13.1982304131319,1.99557380290046,11.2450585707758,11.7103198648007,16.7628292401415,0.735116501594769,18.5284803145537,4.18742688545335,17.4057433166934,6.35903300677039,9.19469033487233,4.07427348599511,7.69123489195333,12.6965350397884,9.42236627560122
2011-02-01,1.61973853805075,14.6909240904188,12.0169273066725,4.8743519942869,1.14794874101388,9.08879032175216,8.03870984403772,8.24177804843864,6.3980257843289,4.55823512990867,4.43195530133712,1.53631828423176,6.68230173681092,12.589376801557,9.79638906755998,10.1890312833923,3.98878891416537,8.33457619965248,9.68487241970098,12.4184267029114,5.23210385823841,12.8118567281944,3.48432000735174,12.6032886528063,5.48959482816257,7.717732436116,6.30458741698091,10.1601674827478,12.1057390299991,5.0797001928807
2011-03-01,0.819457568115785,12.0382270385448,11.8976573268635,4.5793594742097,0.446856417074455,8.22799487024145,7.39182377005326,9.15440835961782,6.16818482936987,3.04499793310609,4.32569181972856,2.51593275846078,5.57269981065155,10.6455316811324,9.86622699291562,11.1161856359417,2.0792902145693,7.39186200758434,9.44357304481352,12.7792783981105,4.4585469196571,14.70447573078,3.04031008025778,11.9346913770205,4.8849620109905,8.77779132798937,6.53675484590321,10.8430031132944,10.0535595051343,3.2157876356176
2011-04-01,1.60289365024208,10.6883412234809,10.6759736730698,5.37784770934907,2.78513636657305,9.94221073801967,8.46430896933162,9.675960355331,7.37606368219027,1.58173907257645,3.02604328937008,2.84372854521184,1.86675380743134,9.63194378062627,10.6792119139724,11.1768429012948,1.55985809551612,7.50580425897642,9.81029584145219,12.3057100649574,3.74539637805185,14.3788920664545,2.05530730535701,9.28451288047061,3.70043348142675,6.48621253996729,11.1895490080798,7.95116260437321,9.56169094891281,3.43881659114201
2011-05-01,1.92273746902512,15.6259578332411,14.0498798811627,3.41470178529155,4.7508940256044,9.09995738433485,6.97104174875961,8.81504345267185,13.6553452868552,3.90774552006469,3.21564885638482,6.67004039065536,2.93508300063834,13.0580750062505,15.0015884416928,12.0475601260968,1.60215428943795,10.7986276631608,11.1263017006765,17.8606882859103,6.4437929362672,16.4656619109867,0.986513752495381,8.34945385970286,5.84354548322945,1.91487100931206,15.455509825862,8.86134270545859,16.3487446435835,5.26439982783004
2011-06-01,1.60491935503949,12.2004496366839,11.241515139264,4.48136517538337,4.82203338275502,7.1982801344228,6.14537193368178,7.47146310592694,7.74025829202524,0.500148998191263,3.33400952651465,5.00747058020989,1.04035475458445,9.72550118181302,12.450290157081,10.4130611494571,0.850828264053268,9.96908302654934,8.39640830343444,14.0851277322071,4.55933553090728,8.54618793285232,0.249403896214386,7.86836685117299,2.25768080587448,2.67325941620427,15.1275885308463,9.5320753869825,11.7648292677775,3.27385472392485
2011-07-01,1.43628784223681,18.5505046475081,15.1812877198923,4.01020612733635,6.10466521085107,7.78650327487951,6.39745143872522,5.09129540241592,7.25122438052668,6.33342197446512,5.0397675108376,6.1931347632329,2.09155889809371,14.2313202190525,15.8722129140397,19.9417233309162,1.96088635391846,11.1400620623684,11.4290787986864,18.7906508551512,4.3111479463426,6.46552600648114,1.4500749501356,8.64980924805652,5.07880957033099,5.36356107935402,18.4169616749057,10.8209609113823,15.1748176787944,2.762634135531
2011-08-01,1.05187903076695,11.1276237283664,6.5993377101331,2.07132886471454,1.68528475202657,10.4343891602592,5.78659047195514,3.74905721205886,1.80545132812286,4.75989105198667,9.29790011647706,9.38820888272045,0.737293828281776,13.2962885876489,12.1726056059611,13.8492864508391,3.95921894130978,5.38905654619931,5.80356034738839,17.151651326332,7.67988369173697,5.50243527417,5.11710167317673,5.81061355434924,4.46544693836062,6.63684464056598,11.59296301101,9.97323921408822,13.4715728821167,1.18296660099036
2011-09-01,3.61627023848081,9.68789344096022,5.75164139429998,3.23170943246821,1.59136702617572,9.286906323741,5.51381161611372,1.94709646737447,0.951588824154947,7.33251951654875,11.0873590868856,11.0927625212787,2.45134656754928,14.2713886306409,10.3340279074093,9.55035438917252,2.31719653489317,6.3343406695799,3.93110355435764,16.8204513359926,5.61547041604861,3.78770431876293,6.31874890202545,8.90477421294246,8.83105303406334,6.61910392349374,13.2382681380799,8.66291391594386,8.40865635596282,2.20772224668964
2011-10-01,11.2690550661891,14.7073365606152,4.2480342784548,2.47771144774507,2.41945998149661,13.0343999246337,7.62586911664254,5.27144173758173,0.305231980075642,8.54164818888782,14.6367774131372,14.3505956980841,4.86994144569501,16.4820857165781,9.70809046653306,10.2624233939616,1.20023327827451,6.35542759660765,6.02544456792136,16.7551619830157,6.51939765442659,5.40701251111233,5.22327501479769,11.782605135016,9.17296315817329,10.4784099741579,16.3562170765527,11.3090732874016,8.16338213429386,0.800454054785998
2011-11-01,8.55161992729075,6.41210229234758,4.96341982041723,1.15956803142119,1.99258095786082,12.0076668752761,6.52194109140722,4.99124553712362,0.537515640053247,7.72390101020566,12.6249737241935,8.37028828863386,3.39864583694638,13.2911545890373,8.84419108611396,6.35373497429936,2.51209561645091,5.60837860384093,4.98410569403292,13.0533677822815,5.47009948035832,6.34178153251876,5.12718267109185,7.41243204161484,6.71382739380371,12.1876921791382,11.0144831283694,6.93543709912159,7.65758715790981,1.116608836975
