"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
2.479746735,-1.57067637,-0.512875252,-0.071886174,0.19611417,2.005295679,0.113714546,1.473031878,0.51146741,0.165925847,0.824847873,0.889471743,0.868703262,-1.20292977,-0.750428717,-0.470518084,-3.694280787,-3.758393036,-0.187070089,-1.39186071,-0.929974328,-0.656375743,-0.489899091,0.313516645,2.926646617,0.096532758,-1.240544608,-0.828177467,-0.757393015,-1.638075742
-3.204117308,-1.3183245,-3.837958176,-1.421691552,-1.52779645,-3.761452784,-2.016930835,-3.149046517,-2.147142592,0.061927201,-3.410112821,-2.892200568,-5.689865716,-4.415896303,-4.358558014,-2.771744883,-5.379252261,-7.230810979,-4.168196994,-4.076353501,-2.974153995,-2.507279372,-3.067703429,-4.672151396,-4.852735857,-2.553518451,-1.445480339,-2.8811539,-1.687316291,3.00177389
-2.351163278,-2.339946762,-1.691181149,-2.245761125,-1.979151899,-4.422376729,-2.611998727,-3.159160506,-2.53773509,-0.40654121,-0.96148573,-2.295858942,-1.627145407,-2.647599694,-2.665205753,-1.737555729,-2.834311742,-2.897883674,-2.191407433,-2.319213462,-0.400853328,-2.339056141,-1.519588875,-2.646362265,-4.645699198,-1.457120731,-1.449812815,0.033734449,-1.939817589,-3.569065787
-0.791946402,-2.812227495,-2.123876761,-2.074705649,-2.048868928,-2.925134863,-2.266281967,-2.220352329,-2.615974582,-0.054580503,-0.890296985,-1.713466908,-2.528530768,-1.860720395,-2.719929538,-1.795157695,-0.886794891,-1.969812824,-2.147757509,-1.586436517,-2.317498058,-2.842806348,-2.182041795,-3.507196411,-3.348426383,-2.680691099,-2.52325461,-1.334087314,-2.319679749,-3.878390831
-2.578692528,-3.100137866,-0.516200235,-1.508567428,-0.22545009,-1.464909667,-1.245733143,-0.297012146,-0.451782795,-1.08685996,-1.372460128,-1.071314182,-3.04217442,-3.100219053,-3.368259881,-1.203252431,-5.328630404,-5.035268399,-1.637207922,-3.35159255,-1.434311913,-2.146066691,-0.325053692,-1.712747059,-0.949357695,-1.747570012,-2.811624775,-1.617824057,-2.26531509,-2.804766504
-4.032160058,-4.564885839,-4.242090113,-3.70576694,-3.209628821,-5.047780481,-4.087042347,-4.143780994,-2.265521479,-1.732048957,-1.792006007,-3.973015058,-6.148650349,-6.628169248,-5.688737555,-4.97776254,-3.558383279,-6.035276415,-4.812383903,-6.088321542,-2.916472289,-4.015462767,-2.449710999,-5.877272126,-7.554332337,-1.731591081,-2.827699822,-0.845812107,-1.505897324,0.502125769
-2.784725896,-3.555870928,-2.905738399,-2.405043024,-2.833014941,-3.407596916,-2.477173993,-2.817080386,-1.276796468,-1.167755391,-1.74100215,-1.472999015,-2.199618767,-3.030358128,-1.99910704,-2.852928405,-0.904163825,-2.923147168,-0.964030301,-2.919323703,-1.616036842,-2.252612484,-1.229345177,-2.611538573,-3.452563072,-2.057158329,-1.393820083,-0.084724229,-2.985182778,-2.591586704
0.161380472,0.305955909,-0.401011941,-0.438564418,0.202814657,-0.646556734,-0.444627309,-0.839755849,-1.529103285,0.159728894,-1.179242677,-0.244434792,-1.178284665,0.72803518,-1.103947227,-0.172031957,-1.632283755,0.354686504,-1.714040538,1.225018874,-0.970029609,-2.258045843,-2.355086908,-2.655072486,-2.170969215,-0.374869068,-1.153808401,-2.423495235,-3.119386456,-3.27765353
1.786077138,-2.483942806,-1.187155248,-1.586685911,-1.554426849,-3.396168574,-2.114693112,-2.046603212,-1.04161948,-1.19705171,0.019921425,-0.842671329,0.779584104,-3.011614197,-1.840718615,-2.147812581,-2.518997562,-4.008837638,-1.760460901,-2.93209835,-1.466559749,-1.920887831,0.009925713,-2.593522239,-4.633712105,0.244419091,-1.927230449,-1.010736861,-0.732797768,-1.058129369
-0.306700726,-2.429760156,0.294492419,-0.385441565,0.25317896,0.78731332,-0.318730196,0.265765463,-0.317568168,-2.170307439,-0.891869936,0.697945816,0.666571358,-1.061015769,-0.207070376,-0.936742331,-3.356642967,-4.566623111,-0.050467354,-1.726073494,0.730312993,0.172296826,-0.169523511,-0.862012859,-1.77864559,1.026843943,-1.032591125,0.197841208,-2.433395333,0.1309368
