"Americas_in","Europe_in","Asia_in","Americas_out","Europe_out","Asia_out"
20.0692476640397,18.0288559897814,25.8408650485834,19.5769225420324,24.6227438698001,19.7393022905721
14.187139735972,19.53698865512,20.3525860035139,15.0404093794069,20.5314208925561,18.5048841226429
11.307534312076,27.4830535078845,27.7489547135584,18.0047388576741,25.071578017461,23.4632256583839
24.1696954299851,25.9704716056552,28.1203648989398,24.7130715848397,28.9839291850423,24.563531164698
20.2518872877459,26.1142712628814,33.8791942427422,22.6496592217773,29.4833423509994,28.1123512205928
12.7317432576232,23.3838825036311,21.5952954505,17.2375568304816,21.9718327996876,18.5015315815852
21.0991832389084,13.7441655496987,24.4167409783604,18.8262440638653,21.3164723827932,19.117373320309
14.5222952688159,16.9657706625627,24.5191745326249,17.2520052079093,20.0018348615528,18.7534003945414
13.219611414666,14.974484621383,22.6467452593114,15.5220686041862,17.8036414076293,17.5151312835449
19.363945510806,17.826858939382,15.3514819942728,15.9115572438362,19.4757794158774,17.1549497847471
10.3922992151238,15.6300301077454,20.0286480681361,13.7524644916403,16.9209897521469,15.3775231472181
24.3824414796247,17.0640062343451,17.4504613098376,17.8127251789222,21.5660461861765,19.5181376587087
15.0334969107953,13.4553686742408,20.3531338787392,14.3747912315713,18.2238512698784,16.2433569623257
12.563700966055,21.4495039809597,21.3873347474546,16.5680553995179,21.244916202534,17.5875680924174
15.7405617570987,24.0540611475402,22.1749751412428,18.5846381059192,23.4399961929639,19.9449637469986
10.7845967634464,16.745370115459,24.4349192524794,14.6503753900742,18.9857631061056,18.3287476352051
22.8520204352141,20.6683159468083,16.0754142139269,18.2300002497986,20.9540256747442,20.4117246714064
19.1134061560673,20.524819350566,27.6928681489737,19.9675127525716,23.9453583348697,23.4182225681657
13.7276183626516,12.2417578338202,29.281063917257,15.8622758225247,18.5272140606684,20.8609502305357
17.2574195338432,14.9565354540267,26.2176521193564,17.8873594266059,20.586698033739,19.9575496468814
22.5972099771625,19.5822351448109,29.9662928713936,21.8976886561084,24.6153053838848,25.6327439533738
23.2015912549527,21.1646016178626,23.3754393205552,21.0506676675815,23.6407701728371,23.050194352952
9.87947651034158,14.9354181835625,16.4410591530873,12.2367803880543,14.8339815906198,14.1851918683172
19.0778945150565,27.6655835502659,28.3923441129722,23.290080645642,27.5048420978151,24.3408994348375
19.5997967399025,15.7446583586984,25.9066225970635,18.6094080321727,20.6599260078641,21.9817436556277
22.4101701463996,15.6609977458654,24.3812837343048,19.5223499173436,21.3329197923518,21.5971819168745
15.1914994578843,25.1607185421865,25.4239242199893,19.475430347412,23.5805443386207,22.7201675340275
20.9608739684603,17.1728182433844,18.1586396015974,18.6833080232168,19.3744008021731,18.2346229880521
39.2698390480727,85.7591031829713,19.2858115801416,45.5604828937757,56.7595585753747,41.9947123420351
11.1918040465553,16.4400671902784,28.4088608545375,16.5428759970799,18.8180184073978,20.6798376868936
16.017947687863,20.25267566556,28.5948481579425,21.0046913963418,22.0705810036122,21.7901991114116
12.9035534327836,18.6667816597484,20.8541443226504,16.3097325379129,19.0090513264484,17.1056955508212
13.5679251838279,17.5200931312914,16.6828699017543,15.4451831329584,17.1611822961549,15.1645227877602
13.980847802215,16.3377023731844,27.6468386765979,19.265990018151,20.1000264096952,18.599372424151
34.9078537707491,16.6086795664617,25.9665837774541,26.8916621277251,27.0141187218362,23.5773362651037
21.661700275031,30.5412549117842,21.5634511481582,25.0082506418652,25.6537440272938,23.1044116658144
18.8632984607854,13.255777596562,22.5396615370296,18.2181629796433,18.1689992890432,18.2715753256905
22.2357078905701,17.6964639107344,22.2466568902495,20.3542470445494,21.5387098633624,20.2858717836422
46.8071454295728,47.3426275755287,26.3273601519389,39.1484048227914,43.5292647731536,37.7994635610954
19.1633185913074,23.0845468379967,18.0080382599043,19.5707232158987,21.9165190393979,18.7686614339118
18.8291035594127,23.4492442499778,24.7415726411115,20.5635719680486,22.7809335875284,23.6754148949249
515.25632292211,840.472941825462,28.5221356815318,434.756545941275,487.387301121477,462.107553366353
2805.28968242069,63.6248386792343,19.2105019841487,817.382047766308,1075.49836899898,995.244606318784
28.0796628460329,55.8058665137999,344.100464046416,98.5797555152593,109.683734057133,219.722503833857
1589.30764320494,999.278658435163,16.8416379340311,900.572054468334,988.629840246293,716.226044859503
8.38420219349459,15.6445778524107,24.0116310849849,15.5604640116306,16.4678736775556,16.0120734417039
29.9705050408706,90.2199585027529,24.493947786697,45.4481820969643,57.8660902968762,41.37013893648
10.0935290863837,24.2129802251443,17.0183509046236,16.6388596260029,17.5456460289972,17.1403545611516
33.9074138287594,31.4182970223427,22.4301885805961,30.3186237011879,29.5514824855857,27.8857932449246
11.7638784148064,15.2030504778175,16.0901441432118,15.0119861233255,14.370173082625,13.6749138298853
27.8078016638865,19.4688418956794,45.5067769399121,30.1624959287406,27.2151815661736,35.4057430045638
9.58839957855348,24.9798226644204,24.2603656945486,20.1377016334341,21.2102322224554,17.4806540816331
14.725180987922,27.2667726964842,21.2986637694146,22.0473052192702,22.6083283372226,18.634983897328
18.53845679171,27.4110801480944,44.2121050112108,30.8901766201771,28.5171606071223,30.7543047237157
21.1653804512982,18.3788038846918,34.9457569465423,25.7208273805545,23.5892397877018,25.179874114276
21.8394411157935,22.4361231670486,22.2456819307182,23.0876223394832,21.3132587686191,22.1203651054579
12.9269952006997,39.307548554078,59.7212870506663,35.4646631175811,33.9304168097969,42.560750878066
12.1825531563238,16.2186110374724,20.2400858819316,16.8470645872289,15.0249269097141,16.7692585787849
9.16416078944247,16.4740883954644,22.3547784150411,16.6363940243272,15.7514036641301,15.6052299114907
11.0330437840073,17.335327678937,37.0599447205392,21.3895483679833,19.3200370090721,24.7187308064282
30.856011284546,26.2981788688714,19.080568451167,25.3849211646638,26.0469072372142,24.8029302027065
19.8143087239905,18.2917637323393,23.9231888673081,21.2799790438905,19.4573051844016,21.2919770953458
15.0033245287165,20.2068880644238,16.9170516555077,18.7508542249455,17.0040946032556,16.372315420447
15.9206245793183,15.1389743303123,16.9277666180917,16.571539883355,15.2902745410329,16.1255511033343
15.9389520153866,17.7925774708335,15.9878893072709,17.5915051119146,14.4712336441966,17.6566800373798
13.2897906632176,132.768136905067,36.9530511185213,56.9676060077289,82.7091436754927,43.3342290035842
11.1495014149761,20.4685549791545,16.0171307323755,15.9301103085764,14.4900439282413,17.2150328896884
12.3817310921818,28.480095996748,17.8078644744721,19.1613830104031,20.2736903664173,19.2346181865815
31.1175081714207,26.8874963986251,19.9137707499941,26.7002827260675,25.4103065220241,25.8081860719484
15.1493332068151,24.8023645261531,22.0481943859416,20.5424697151141,21.1142977348068,20.3431246689889
7.16620954452879,15.3599768064661,18.4757056456984,13.0581957761666,12.1925463247173,15.7511498958095
12.4491176882255,18.0909203381046,25.2203324958143,18.702705837753,16.9889808167038,20.0686838676876
10.2945075455786,25.7158220507011,22.4480492391847,19.1285275805309,19.0600146288174,20.2698366261161
15.311021710535,16.6347086425043,25.8055426541382,19.1241939831146,18.0803377338325,20.5467412902305
12.3334958175105,25.7594885216417,22.8312662867766,19.0546623124882,20.5159832359245,21.3536050775161
16.2373953193468,20.303617324838,29.7679288251223,21.6962577603126,20.9229268610734,23.6897568479211
28.8535507063905,22.1676827449253,22.6540886994129,25.9046315595364,22.9312910102861,24.8393995809062
14.5197306830201,24.6306243542256,24.1850467191478,20.6431684054273,21.8508514111861,20.8413819397801
15.2068636207557,37.4843177146833,21.8596563814794,24.4554664697071,21.8057887169181,28.2895825302931
21.4303469314006,18.6571309221908,24.5930662919569,21.4851518573486,21.1546523613587,22.040739926841
17.1596899135448,22.0300939966702,18.362832201883,18.3236408393131,20.7797829769009,18.449192295884
15.0386119378004,25.8050764650536,27.172448208771,21.8658834034522,20.9429854413518,25.207267766821
17.6667039448148,24.1229394519696,30.5955283030355,23.3415618469326,22.1642706870416,26.8793391658458
14.0182869244912,21.029431647232,33.5735544022537,21.5318405196416,23.2654973636667,23.8239350906685
17.3988328034682,29.4264075554896,31.0497262159051,24.136093690288,25.0411319402675,28.6977409443072
14.5478544636523,10.9778396665989,28.5571140463626,16.919916415823,16.6506585575816,20.5122332032091
17.5574432399515,17.4768088824471,27.2185000710279,19.8817839923309,21.8007627804693,20.5702054206263
22.7701581587644,18.2749019046025,31.5611213835737,23.4203693773507,24.7762603979564,24.4095516716334
21.1559576502736,18.9396241280478,23.4568333893043,19.2972927817167,21.4821661431887,22.7729562427202
17.9647092318572,11.2010902195341,28.1394420669507,18.0005132703353,19.6409464297945,19.6637818182122
19.7904377231222,20.5799289733491,34.4016357033574,23.3723804507662,26.2279939581011,25.1716279909614
19.4881015371329,11.0542126027466,28.2268688543874,18.6197777634033,19.6653589631697,20.4840462676939
13.5904976197043,18.7873901332,25.7092652443031,18.6217053277929,20.001111712632,19.4643359567824
15.8235553368287,17.8736613552794,27.9650376821102,19.5190187244992,21.2479859855878,20.8952496641314
17.0218056692041,20.7542981057786,26.8840972869389,20.45715822768,21.9136953168056,22.289347517436
16.803232131673,30.2436266481651,26.2474057367406,23.0897578930839,26.1958928535891,24.0086137699057
16.6774556237637,19.8079231987546,20.3540925285979,18.6315305695266,19.639123905641,18.5688168759487
23.0736030706878,26.7153246887682,32.9003267214687,25.9795401023042,29.212995028908,27.4967193497125
19.4798301132642,13.5059067513804,26.2158376436944,19.2712716016748,19.6504284049495,20.2798745017146
12.7765458933906,17.5056743503104,20.2325989208562,16.4927139286698,17.4939630265245,16.5281422093629
12.4867870103148,22.3934420246133,27.9758573331672,19.5952864232072,21.5162263159291,21.7445736289589
25.1184283260168,19.5595515333911,26.115017519774,23.2177791144517,24.5534886345796,23.0217296301506
12.6826020531616,20.5916696040918,27.9178424002,18.6923021428571,20.7276691340182,21.7721427805781
19.7064951958459,21.0779336068389,39.7773030794043,24.9202542391882,28.0852011453063,27.5562764975946
21.6981876985692,17.8526363706892,25.7002146347208,21.255152640036,22.6865748255254,21.3093112384178
15.3764636703597,26.7988405543757,28.7616541102557,20.5457976613234,24.9470140825376,25.4441465911302
20.7180890126673,30.8621922095466,31.18154878807,24.3351048129374,30.885348779894,27.5413764174526
13.2733697476891,28.6377288337114,29.7493714004819,20.6499334239123,25.804818329992,25.2057182279781
13.9535496419298,19.4489611440344,28.0575372092595,17.7441458454205,21.6306508570336,22.0852512927695
7.26914221825381,18.9410527436893,16.3510252756604,12.1667258759668,15.629070436077,14.7654239255597
16.6575828308706,21.3080153653599,20.7318337435274,18.4248783433091,21.1859074418481,19.0866461546006
18.1459108125422,24.8677389803706,32.4425183216683,21.8920568538451,28.3065094172021,25.2576018435338
16.4621166052421,15.3264271003945,23.3665941353329,15.9096128889224,19.2598524528393,19.9856724992077
10.0301180117319,14.9824355893181,14.2889027276549,11.5155210950657,14.3893098617695,13.3966253718697
13.9358127955057,21.4814340833225,20.343141896876,16.3610581497222,20.2987532534019,19.1005773725801
11.1713224601673,17.6935347465147,18.227823651171,13.5301060244146,17.0966833075232,16.4658915259152
15.1294911818626,29.1762439173461,19.7237563590321,19.2776624817102,21.0178248751255,23.7340041014051
12.9779088248681,21.0976567265556,15.914297344676,15.5297383694486,17.9216500433351,16.5384744833159
11.9990116135911,18.9550644899441,25.5801191302869,17.2257659726731,20.5903660058574,18.7180632552915
20.3227802275447,19.0705510902261,24.1418117872032,19.7763733135525,23.408991539766,20.3497782516555
12.0621256753987,13.2252221681543,25.8599327714103,16.0871145112915,17.701260799427,17.3589053042448
15.7826767537053,15.8922912838849,16.8867691891013,14.5150048942766,18.4875543100406,15.5591780223743
22.6781162333452,22.9973531063247,30.8845419099117,24.3476853280975,27.7419667120736,24.4703592094106
12.9993150822463,20.0028036378021,27.0558106175678,17.7578686430869,21.1048452424037,21.1952154521257
13.2922114754519,14.2816089598443,23.4320539044263,15.0327605365344,18.8154622088943,17.1576515942937
12.0126912763568,14.3645299310296,18.2297770903584,12.8537583887928,16.1973757636186,15.5558641453334
11.8280805799762,24.4777996816874,19.1994314531653,16.5259704113517,20.4933591449956,18.4859821584816
12.4901140886686,27.2668095257891,29.9833591512004,21.0987816099975,26.0829430727783,22.5585580828823
14.5484609357543,15.2118499797609,21.9189235693905,16.0468379227493,17.8830533780815,17.7493431840749
11.0823220400299,25.4902777013031,25.0824958890993,18.4595804557134,23.1535097184047,20.0420054563142
11.5255837716984,11.7304976667425,19.1779761403575,12.9418296995933,14.7831356942177,14.7090921849873
12.5879872258868,18.0282031402821,12.8439713526593,13.6019564925244,15.9379532606675,13.9202519656363
10.3270256948918,13.3950830599883,15.9750069976356,11.4695716278255,14.7870771801507,13.4404669445395
10.2674883277044,16.4273372899885,18.4719987764534,13.442226419965,16.3304912126826,15.3941067614986
9.62586964378544,16.0026484667634,21.7607453725058,13.9811937707162,17.1578541671601,16.2502155451784
