"Merval","IBOVESPA","AXJO","DJI","GSPTSE","RUT","SPX","IXIC","MXX","SPCLXIGPA","WIG20","GDAXI","IRTS","FCHI","AEX","SSMI","XU100","IBEX","FTSE","STOXX50E","KS11","N225","TA35","SSEC","SZI","TWII","HK50","STI","NSEI","VNI30"
0.719734416901727,0.615596484995071,0.877673489314108,1.1473864386599,0.466241072532465,1.03010587913517,0.855118036664973,2.2467986925674,1.71700123897662,0.207825459305304,2.54992570257032,3.01559124172628,2.10138936659607,5.16043425343911,4.65368936846004,2.88015215454382,0.719805848298183,0.00747466982983252,2.59763948658209,5.53133075427559,0.670683236041863,408.451024798049,0.504787799840059,0.558882251985662,1.96679867547221,0.397079831915104,1.02554634234369,0.878465270394661,0.344219065132795,1.2852393898378
2.31812102045152,0.969943521019243,1.11679492184593,0.294355149546829,0.906790401501481,2.21943428316622,0.847744567532908,1.59096504886123,1.47569232514205,0.483476158316074,3.42992185192176,1.11451490911741,1.64435116967121,0.459183978743314,0.965430377147874,0.334809848065623,1.83842827223143,2.80003019852955,0.83581908874704,0.0528793660048857,0.667067092246987,0.718010169006276,1.51118133728824,0.502388096211976,1.41884609171937,0.464491739080658,1.00647975693827,0.573127099685147,0.416119191171563,0.174384161706318
1.16647234935175,0.0488141079695701,1.52987666881738,3.57002627102201,4.58249408721498,0.307011222414841,0.0691765575540111,7.05206619546745,2.84201967102882,5.62314805095872,0.956287498658288,0.0995621935570248,6.34802283488139,1.46182008176809,2.78404253551891,3.30155465062316,0.150131736186543,4.67036562175924,0.104804981125114,2.23201603960843,1.89347700806372,0.105684333151416,2.59907585225288,1.03734698946756,2.16609472269564,3.16182882672449,1.90636967715944,1.27286459231857,0.238735916820628,0.122304679585191
1.16321579815319,3.91614354722092,1.96875447488255,0.240469214166664,2.83363624849825,0.678298001908716,0.40713093421539,0.488400160970686,1.04091406849872,0.690334234849215,2.11354115132748,0.694264522632935,9.66302403903732,0.816261578085853,1.01266507740178,0.768059571548553,0.982722113640228,0.313175921330783,0.186316475839438,0.930248980596979,1.88771271268613,0.17010968064413,2.54031708733874,0.419305437495535,1.37686160391009,2.95794771420309,0.921135289062725,0.249898613788302,0.143690124061516,0.681579491353107
1.40996848472968,0.0163503508588106,1.44970645952798,4.25445164360913,8.93136752305367,0.192041102639274,1.73961810096323,11.0711736876866,4.08873316891909,9.17086078546722,0.262920406910219,0.0530949752978475,9.78436259080059,3.04643351759784,1.65050150979026,2.60397105856938,0.751869353068526,3.49449175674201,0.420326909857169,3.09592954486768,6.83989040808753,11.4491603782662,1.59861365542937,0.492658772446066,0.263336622788384,1.68373062715196,2.42846877367704,0.616306813654967,12.4225606797438,0.421470872190293
0.345240942748539,1.1946346189646,1.61127259733571,1.64453611590099,0.987193481295197,1.36791458117365,0.185703942244689,0.532911138921089,2.81479088317784,0.619005470171458,0.099342205570463,1.7981521137355,3.19298949316629,0.0225216787875276,0.28364769941292,1.51254352988664,2.90268434484185,4.70080249976204,0.752778951097596,0.326559941546782,2.25453790258451,0.378886546444802,0.567131895949731,0.422141603459664,1.48803566040165,0.918383367403076,2.42787040224915,1.99931559166618,2.87625250692103,0.750217965998926
1.81111994077375,1.51344524666074,2.08055684039563,0.0675987008599193,0.0924525922612727,0.00662519041723241,1.2015051224329,1.64047576594625,3.60153765314445,0.398482806447249,3.32074843905615,0.11553287479413,2.08126778478878,1.19783502259204,0.0252839482987081,1.11594515062256,2.10010645775931,3.08424111700797,2.16094655511409,0.845856712210217,3.52001440723878,1.557633504623,3.32787653469056,0.758160828348822,1.34097745454881,4.5290967080888,0.411885122146025,0.193828620357405,0.502517006083969,0.471424049961971
2.93702562233827,0.358383620890753,1.69128765946381,1.11444818128434,0.126389529185487,0.122856545337163,1.62642652982598,2.62947129002813,0.517809457900523,0.0217689599498058,3.31895181008629,0.568065743567889,2.21606559831133,2.79998239177529,1.15107514015853,1.71534852001422,0.4679533333915,0.0286885805882315,3.02382213417145,1.99422329743944,0.869445044975637,1.1911614944436,0.743990622967231,2.102108391564,1.57728267668195,1.31882495533211,2.21154572999771,2.79954381131008,1.17140675370615,2.07520765477586
2.70447600955563,0.229514058836078,2.45089529396404,3.71319535253466,0.437068983592122,2.72391841881121,1.99716202286685,1.63657906611138,5.4998473806619,1.38631024091608,1.93933496171427,1.91007944552467,12.8048249994527,0.565886785510853,1.43667519405868,4.68705527835362,2.69736915759953,0.142318231455262,0.375544940321993,1.07583551626691,2.21543716409145,0.60048522247481,20.2173999241208,1.44337982662341,2.3407051387114,5.88719412979733,4.81481462012643,2.1014315495382,2.3850278918158,1.88000139182527
0.0105027686819577,1.70696518789717,1.28567411249372,0.951298646609761,0.176654467440851,0.422972040470259,1.42389282984241,2.24611164069333,1.5204851508546,0.559368653257388,2.71279815990941,0.0387359062763706,1.94671035561921,1.29614251946158,0.0895518526394449,1.54275006593872,3.2791910261454,1.53303233225773,2.95750013668804,0.998340084478378,3.38098544944886,0.946545365781578,0.563360810116268,0.798155403815296,0.992398270607518,3.46420976226042,0.404423070092551,2.38549923630263,0.172004133180277,2.11397850884951
0.149144152326699,4.57147032641933,1.79212299947672,1.02692127763559,6.39928641570817,0.236403864704568,1.47607300244728,0.90410980533728,2.6044867664583,0.639066180575077,3.15999296379482,0.717120001527282,0.0506357302655764,1.25278364547224,0.942072486509411,0.135515693455274,1.43786798843042,0.837704142860882,0.898046621046098,1.22162418171079,3.28006292243483,0.497681421694116,1.87783281888413,0.822217601532951,1.22473945079064,4.57072068990723,1.01738943683332,0.655863023690581,0.477967122552394,1.94154259369543
3.69906325641509,1.93526611766218,3.06540308872731,0.444207855998283,0.551534060057503,1.19587405191683,0.429220104737877,0.614428641124697,0.628811848966403,1.30671451173618,2.38475213961558,2.67552084683927,0.211475754084272,1.14273165939009,2.39256054884268,2.67919571660401,0.91421848276228,0.699489848629826,0.290018639126425,1.53754789218535,0.873806342695617,0.0213356314684685,0.495053717692481,1.35060695198845,1.18845333975267,1.01651446305427,1.42739157563853,1.23579279705346,1.22970396805866,2.08929042962699
1.25287644634343,4.86820580416031,1.33697722438444,1.15843066808124,6.37951408424795,0.380761043314211,1.78589970644759,2.62906681097512,2.66799503973727,1.76847774267035,3.9590588960511,0.015808369234131,0.319892784413706,2.97168363245274,1.21504020638613,2.03839464640415,3.35417423696462,0.829225370967344,0.246837808965809,1.82201063181835,2.98270044574089,1.93077890733561,2.51498669441552,0.555439921868089,1.31150810921874,3.92217604048161,1.78475941487956,0.859433256320886,1.46304713735686,2.02688735550646
0.961967167385989,1.47545480525137,1.21032733589826,1.91823476901276,0.178300217114636,0.54074882749658,1.8736322776205,1.43599526134734,2.95729181590738,1.0320893867528,0.730383898783134,0.443026213074885,4.01874014776466,0.465364955160073,0.561116632387281,0.232042658800177,0.888113948462638,1.11367680688328,1.20518177265448,1.56229284495063,2.0867299661564,1.37586931414406,1.06718240953789,0.50986359613038,1.3657628784655,0.550705601642705,0.486851636504147,1.63673508892109,0.108492071872079,1.73553042188114
1.42544129074259,0.715233576681429,1.68316873224712,0.257322940769624,1.65304552753503,0.855060429045453,0.796008474169562,1.13365273218284,0.304603973212122,1.08012610023556,1.96269334519369,0.758169401751912,3.85045816865169,0.112562353397946,1.85664172532138,1.96917961316877,3.16746125983842,5.02609459627572,1.28404296107744,1.52309362372648,4.28013064242759,0.494851903411354,0.953713061106954,0.60103013241533,0.93025115013697,0.967924028008155,2.45973485426168,3.85394565833794,0,1.50269094017491
