"Americas_out_Americas","Europe_out_Americas","Asia_out_Americas","Americas_out_Europe","Europe_out_Europe","Asia_out_Europe","Americas_out_Asia","Europe_out_Asia","Asia_out_Asia"
4.02599165185577,4.11270269367708,2.25369058066259,10.5337324511184,16.5798513893473,6.19627177449354,118.577334049543,161.238017883418,157.738413568382
5.04448669005316,5.23850232543997,3.05501846342449,4.66688545888871,9.5408948927807,4.79880978176754,2.53224311440685,2.80562650159563,4.77870426173865
9.85117614161036,11.0463093450346,6.50348422422084,8.03545077650486,12.443007400445,5.27405588251643,5.16934116482776,5.10995884922669,10.0251589147077
5.10841119000804,5.20910318128808,3.97179742604791,6.23887560616406,9.40810762900444,5.79952677347367,5.86522338703769,6.26903325201465,9.5022482949639
15.4547371269357,17.7323305703137,9.75033088153114,9.56317707075937,13.0523305994315,6.56358370980223,12.2602181011047,15.5041067752104,17.9868073950565
4.46952221335367,4.62605865760701,3.0198239561473,5.45411909312485,10.1673812550258,5.05516483181801,7.84087304637785,8.98937648745628,12.1482333527245
4.81138310361581,5.36597927618445,3.56532199133683,5.26946404658539,9.47503157432337,5.42836060662377,5.97175561835776,7.54570285334894,10.6451268337984
4.40051109876376,5.09448348924754,2.89330935119674,5.8442841281408,9.37617403233385,4.94689292355284,8.73449731044872,8.23015108751754,13.2985644126283
9.47523401787178,9.88987131700975,5.67227789372088,8.76946126110393,14.3888242233766,8.27188414055975,17.0299790735466,19.3457475122104,25.3554676876815
4.23565847137359,4.30929884848794,3.12231700886127,5.24107506184463,10.1749743237708,5.48639055272448,8.03365914978789,8.14151705057736,11.0664446353458
7.79043077587724,7.53815301668006,5.42271160877139,3.16086047383613,6.30030575957629,2.74680874844563,7.40755091275406,8.27905668330182,11.4674392463711
5.25362625038354,5.96778547720562,3.85943117892623,4.80668314792178,7.7189693804815,3.42278037376882,6.36769241424708,6.99872857223867,9.25712781500942
9.33325198282695,9.36675369085351,6.13362995547779,5.19825547462461,9.87647337005177,5.54912583002839,8.52767699542135,9.99143231222785,12.1509929097205
5.37728423031139,5.65015341216193,3.14265069626948,3.58377925569574,5.4097470894746,2.98619795479034,6.4348284122378,7.19785446428452,8.60494926311159
3.73316206134279,4.08963865943296,2.5902802610564,7.36975396063803,11.5165289743617,6.11334351860813,7.44195003509874,8.29020708082954,10.7442664461441
5.45904929596417,8.3288867274448,6.07907968525991,11.5841254778277,19.6746146464474,12.4681450826814,10.3653727075235,11.7623544065253,14.9981210681027
6.85731589348883,8.1994057778099,5.53039676624582,10.1911204921164,19.1705072831868,13.0412015590772,11.1992519056128,12.9335530429869,17.5383438416727
3.77450750782727,4.01672195266094,2.85429082898582,7.36255650837637,11.7744602120581,6.00236627085895,9.41569612464771,10.8400495153585,15.517196203933
5.13543456275116,5.87457487826288,3.66309954358574,5.42592462013334,8.09393327189323,4.9454788609089,6.81101872734457,7.23830574949417,10.3243765392201
