"total.c","average_lambda"
49.0516966667437,1.25958375551157e-05
94.1906753991501,1.19121433112276e-05
71.4903334159204,1.24148279201778e-05
68.2497659771616,9.23691813558197e-05
67.423731657254,1.3037007744584e-05
171.470303899248,1.19946504787952e-05
60.439502896543,1.13226261154422e-05
54.2579199906802,1.25742384435166e-05
64.8023856634299,1.32834925228011e-05
71.2622642047192,1.21801544351204e-05
83.4692829307872,0.00013834745595893
70.6204926434372,1.27846685665901e-05
62.0222253428333,1.3445366564079e-05
160.045496181731,1.16136627628872e-05
193.314276006668,1.24425824824736e-05
66.9879217010741,1.28788288715322e-05
75.7474002308937,1.22176530674538e-05
73.5496495842596,1.22284659497286e-05
94.3441080116445,1.31961303942714e-05
79.6131660994199,1.32792850333219e-05
63.844826895914,1.27095957035521e-05
82.8479701163087,1.34400410171693e-05
71.4492263084212,1.41741060793952e-05
79.6765400047338,1.47463610419995e-05
99.6094704443579,1.46155967167895e-05
78.4280839280327,1.371429304179e-05
85.7274039590014,1.44018632813765e-05
71.9490737781242,1.38088198569123e-05
83.2193695533496,1.3235495073536e-05
86.1308536920535,1.3638181071613e-05
93.3617260610114,1.3472811068576e-05
87.2418225329577,1.35090924985508e-05
65.5623390775032,1.37542852218881e-05
77.0724064210866,1.35217439769332e-05
65.0667967861403,1.36653428909499e-05
146.247836066741,1.31405551578058e-05
142.08195516197,1.22906232250768e-05
1224.9658764714,1.25231207422133e-05
144.391681440852,1.30422653149303e-05
84.7924519667565,1.326969566168e-05
70.0679846439959,1.26762411648673e-05
84.7329374781784,1.27097623413266e-05
75.1427770389514,1.31063204007851e-05
97.1286466005863,1.22376035675789e-05
69.4295884979207,0.000466409320711199
142.169379899782,1.2226507893532e-05
95.5670752307799,1.37993498128516e-05
103.664807914061,1.20831988872218e-05
108.74091176124,1.28794638433039e-05
97.8436672372629,1.22115325089322e-05
66.5829424625655,1.25664180136653e-05
133.196053269827,1.25196757623314e-05
80.330467859268,1.19396030682386e-05
71.6391773899796,1.15780958099551e-05
99.1571504377426,0.00032493680712317
130.784910665142,1.22873969150097e-05
75.6570188029289,1.18267042858245e-05
69.3202227243449,0.000170279716384704
347.548198691257,1.18092593107749e-05
61.3509701753764,1.12833823572935e-05
131.07362751529,1.13567170764263e-05
99.0108505395365,1.13747283929431e-05
80.1144558536465,1.12197686403189e-05
87.6002706354975,1.12715244752919e-05
89.7369478591594,1.28719688578909e-05
61.4771780481817,1.14986155592061e-05
98.6846665094335,1.1501779352127e-05
60.0190328352611,1.1877576024132e-05
99.8482416022038,1.10176266747055e-05
69.7117290358172,1.14034945406154e-05
79.7325904779775,1.16160234993182e-05
118.134065062806,1.27011330290566e-05
72.2054296094416,1.19301457239849e-05
363.612468106808,1.18394354649914e-05
64.8484131996467,1.27581944031561e-05
75.3153060625218,1.1560680245514e-05
74.0106208179511,1.24140281701057e-05
74.7502146655355,1.24262942861282e-05
82.6173990141854,1.19506205042623e-05
89.7354980030923,7.72815402466946e-05
106.482639718679,0.00138730647167708
59.3602371542912,1.16115416356108e-05
85.5139853832887,1.18734704797366e-05
59.8651842724648,1.18909458443779e-05
81.345875187963,1.24200477800157e-05
72.7102264770697,1.1948693716853e-05
61.2307663969374,1.22767762551001e-05
99.0726951104113,0.000617947108521392
47.4283852630627,1.27087362852509e-05
93.2076674602115,1.28758925275578e-05
95.7555134570432,1.294810680402e-05
71.5854906436954,1.18033344050337e-05
73.5973533505202,1.21682607651074e-05
78.2096401043833,1.32433070176445e-05
61.7131052161285,1.36779639939086e-05
54.7942216567156,0.000108674215316957
72.5033478594139,1.26807859646637e-05
45.5275927771509,1.31514449926794e-05
72.512622171076,1.3261882871558e-05
72.2832311128661,1.36345880247723e-05
72.6809404015655,1.33551897823081e-05
67.6432484747586,1.27772059902403e-05
66.8437120200814,1.30437268542257e-05
75.3840873746798,1.30176995909762e-05
67.4918186141352,1.2718931957018e-05
62.4360136358012,1.28040387822679e-05
77.8620776493147,1.32634804668292e-05
96.3684926378394,1.40367177399297e-05
73.0578421929715,1.38085565362816e-05
62.1440380988621,1.33581095219098e-05
52.7536978814146,1.35836245218582e-05
