"month","month_Americas_out","month_Europe_out","month_Asia_out","month_Americas_in","month_Europe_in","month_Asia_in","total_out"
2010-11-01,18.5071074285147,21.7738077225898,16.8962842341921,20.5552107083338,20.6825366222632,15.9394520546994,57.1771993852965
2010-12-01,23.388018673308,29.5375742544926,24.4236802654954,19.1883038638369,28.8932059921983,29.267763337261,77.3492731932961
2011-01-01,15.3672283710832,18.1315698702936,16.0541689272045,13.9625493368966,18.0924887261492,17.4979291055355,49.5529671685813
2011-02-01,30.4960897878621,40.248213050089,30.8950544698024,35.355128342142,46.0342702272659,20.2499587383456,101.639357307754
2011-03-01,18.591954747713,21.0157446682786,19.2747756281467,15.869922854354,19.7898124013592,23.222739788425,58.8824750441383
2011-04-01,18.2541521733939,21.0583779996234,19.4841920505057,15.4837549177134,23.4323903003121,19.8805770054975,58.796722223523
2011-05-01,20.9775169374763,21.128104143073,20.7878549481939,17.3645877620221,19.2627974425138,26.2660908242073,62.8934760287432
2011-06-01,19.6702520294762,18.9505421505652,20.4121043493745,12.9060955791552,15.124805080924,31.0019978693368,59.0328985294159
2011-07-01,23.0583414291914,22.990936152074,24.9039717013939,24.2680980748874,22.4815169772706,24.2036342305014,70.9532492826593
2011-08-01,120.605550204052,131.40994184198,85.7974476512728,255.984064524998,51.5678817952754,30.2609933770312,337.812939697305
2011-09-01,20.4094816447411,19.2271512050088,21.9133864583142,12.1278567113932,22.7139461496046,26.7082164470663,61.5500193080641
2011-10-01,28.6214661683482,26.0436103397601,31.9942324890092,22.8894028227507,32.9951343183577,30.774771856009,86.6593089971176
2011-11-01,22.4704915943492,22.0680517223931,25.2984836675561,18.4451517102085,20.4360187740184,30.9558565000716,69.8370269842985
2011-12-01,23.4123571493929,23.9852154681007,22.8236433083674,17.8034352990799,28.0247983081067,24.3929823186743,70.2212159258609
2012-01-01,40.6691736106079,37.964159840635,42.6363800189219,14.7632925585576,41.5502501479097,64.9561707636976,121.269713470165
2012-02-01,22.7643748764824,22.5073985981733,21.5241752268996,15.5904581528671,24.350306082286,26.8551844664022,66.7959487015552
2012-03-01,20.4951255314196,21.4392367243115,19.4908647318895,16.4079635307301,18.6868243625503,26.3304390943403,61.4252269876206
2012-04-01,40.2323702845565,42.5059462803703,37.1436102316293,19.2465523303618,24.1898621335829,76.4455123326113,119.881926796556
2012-05-01,20.1166688390458,23.427845780177,23.0082889490143,16.7489186775833,19.2425742265923,30.5613106640614,66.5528035682371
2012-06-01,19.8886799524925,23.6679752831562,19.9459032687911,21.6666117101716,20.0436607719931,21.7922860222752,63.5025585044399
2012-07-01,16.7507076386114,20.4948253132937,18.4765093197496,15.2562695532294,19.0084573408537,21.4573153775716,55.7220422716547
2012-08-01,19.3654910120238,22.5488531145244,21.6075309990547,20.7211707892544,16.0103718198269,26.7903325165216,63.5218751256029
2012-09-01,14.3621276398405,17.7048359059502,16.1101401130553,16.8229103429569,12.0033900028966,19.3508033129926,48.1771036588461
2012-10-01,17.1144929088608,21.0584758490282,19.6837820960522,15.114881791643,16.3347200307177,26.4071490315805,57.8567508539412
2012-11-01,16.07205646289,19.1954657661678,18.2254432350134,11.2779487126361,17.4977819415545,24.7172348098807,53.4929654640712
2012-12-01,17.7429982613,21.1891285191473,20.638555938973,11.7938858035249,19.2520114946109,28.5247854212845,59.5706827194203
2013-01-01,14.3051728357676,16.5383729965436,15.1725984325304,11.1865786237363,15.0272598423543,19.8023057987511,46.0161442648416
2013-02-01,21.0502369604846,25.9408554506646,21.9867334733808,14.4075904635457,26.1498416216876,28.4203937992967,68.9778258845299
2013-03-01,19.8428018083345,23.7346292302105,22.5324567892276,13.1957108070827,19.6496876668497,33.2644893538401,66.1098878277725
2013-04-01,17.0070754821862,19.5930694891905,16.8699708248074,12.7410683122076,20.1087316178482,20.6203158661282,53.4701157961841
2013-05-01,18.8117697388192,22.431893480846,19.2013268249975,20.2021113501832,20.1857434596588,20.0571352348207,60.4449900446627
2013-06-01,18.4856015896189,22.7971770524513,17.7862848075581,19.2177606897758,19.3218041784863,20.5294985813662,59.0690634496283
2013-07-01,17.7728133321921,23.7493998570489,17.6405568943445,16.172707895001,17.4744243873805,25.5156378012041,59.1627700835856
2013-08-01,17.8680041007061,22.7033314631532,18.519280671528,15.1708209987847,18.809002967649,25.1107922689536,59.0906162353873
2013-09-01,15.6044984494805,19.7747552550622,15.1517803974052,18.8745496798794,15.1941317093149,16.4623527127537,50.531034101948
2013-10-01,13.8219460518783,16.8405858307923,15.1425546245643,15.4991229763254,11.629635772148,18.6763277587615,45.8050865072349
2013-11-01,13.8326437393421,16.8506251103341,15.6327478505586,12.6749288017227,15.3307054382356,18.3103824602765,46.3160167002348
2013-12-01,14.0675840110615,16.4900824328916,14.137791077106,11.9004650449206,15.8263836560164,16.9686088201222,44.6954575210592
2014-01-01,120.254735587788,162.106622822707,83.3685916356008,212.066528139338,132.451524239041,21.2118976677172,365.729950046097
2014-02-01,16.9879622723107,21.3413640781357,18.0363280602325,16.8046128220467,24.0273857926798,15.5336557959524,56.3656544106789
2014-03-01,14.707321042876,18.5590737289169,17.130585038848,10.3163796850596,24.782344644862,15.2982554807194,50.3969798106409
2014-04-01,16.3091873446434,19.5492237744701,17.1444210473493,11.4516866890962,26.1822370260373,15.3689084513293,53.0028321664628
2014-05-01,13.8356382139587,16.6824777447449,16.2171495887317,11.3533654654159,17.2457442534826,18.1361558285368,46.7352655474353
2014-06-01,16.3499553524531,20.0729832620514,20.6243714934961,17.9186492439914,16.6503617172495,22.4782991467598,57.0473101080006
2014-07-01,12.6669817723288,15.9546291275037,16.678755338964,11.9277466824453,14.2471113429252,19.125508213426,45.3003662387965
2014-08-01,14.6656520466677,19.234758235308,17.3326167616484,14.2939121296782,16.2792113410735,20.6599035728723,51.2330270436241
2014-09-01,29.3485239435385,37.9411180854206,30.9511473591743,21.3060905626566,25.4096440819348,51.5250547435421,98.2407893881334
2014-10-01,16.7575209805125,19.398775090097,18.5627144992311,13.7157413774982,18.6284042686691,22.3748649236733,54.7190105698406
2014-11-01,14.9247567886822,17.2350680362479,16.8979227069504,14.1799276591407,13.2297515194601,21.6480683532797,49.0577475318805
2014-12-01,16.3915291385223,20.6566205509974,18.1316569135798,15.8304900330525,20.833381045735,18.515935524312,55.1798066030995
2015-01-01,15.7168729424177,18.4953977499998,17.0254015474334,16.8109259929945,18.4442791342971,15.9824671125593,51.2376722398509
2015-02-01,17.0380713677788,20.1613776113354,17.4410438393211,14.7312409882398,24.1203426110678,15.7889092191276,54.6404928184353
2015-03-01,23.4000633719433,25.6513616218974,23.3480343011656,22.8690728264975,32.9050523491429,16.6253341193659,72.3994592950063
2015-04-01,39.2803945312384,62.9612976875115,40.4276839932201,14.3007504844032,107.87331386113,20.495311866437,142.66937621197
2015-05-01,14.9281047356,19.2713975859078,15.5730477701327,15.2844361057237,20.0150089179517,14.473105067965,49.7725500916404
2015-06-01,16.2665207262107,20.9720563914392,16.3613214200315,18.1741455320989,21.1393522204987,14.2864007850838,53.5998985376813
